sgpa,attendance_rate,quiz_avg,assignment_rate,login_frequency,consecutive_absences,mood_score,late_submission_rate,help_seeking_ratio,peer_interaction_score,material_access_rate,attendance_trend,quiz_score_trend,login_frequency_trend,submission_time_ratio,sgpa_delta,risk_velocity,weekly_checkin_streak,attendance_quiz_combined,sgpa_absence_combined,submission_mood_combined,department,faculty,level,semester,status
2.61,0.533,0.437,0.56,0.371,0,0.324,0.222,0.697,0.318,0.877,0.102,0.262,-0.008,0.627,0.16,-0.0384,0.477,0.113,0.0,0.263,Economics,FAMSS,300,1,GS
2.71,0.596,0.763,0.745,0.626,0,0.818,0.009,0.161,0.377,0.185,0.009,0.075,0.08,0.475,0.7,-0.0739,0.589,0.501,0.0,0.819,Public Health,FBMS,400,1,GS
3.46,0.564,0.351,0.561,0.372,0,0.512,0.286,0.261,0.605,0.698,0.03,0.184,-0.058,0.676,0.37,-0.0195,0.448,0.008,0.0,0.347,Biochemistry,FNAS,400,1,GS
2.99,1.0,0.758,0.833,0.924,0,0.622,0.084,0.779,0.329,0.717,0.343,0.08,0.038,0.57,0.56,0.0086,0.383,0.918,0.021,0.573,Economics,FAMSS,200,2,GS
2.26,0.667,0.721,0.781,0.79,0,0.429,0.238,0.403,0.59,0.747,0.131,0.314,-0.063,0.591,0.16,-0.1359,0.482,0.539,0.032,0.277,Information Technology,FNAS,300,1,GS
1.91,0.305,0.321,0.38,0.135,1,0.537,0.284,0.268,0.403,0.243,0.268,0.144,-0.114,0.116,0.22,-0.0111,0.605,0.026,0.086,0.422,Physics and Electronics,FNAS,100,2,GS
2.28,0.831,1.0,1.0,0.682,0,0.354,0.206,0.725,0.907,0.337,0.032,0.276,0.024,1.0,0.46,0.0152,0.0,0.801,0.054,0.388,Mathematics,FNAS,100,2,GS
3.78,0.981,0.752,0.86,0.558,0,0.679,0.164,0.321,0.504,0.28,-0.102,0.017,-0.209,0.858,0.77,-0.103,0.707,0.633,0.11,0.588,Information Technology,FNAS,100,1,GS
2.26,0.233,0.615,0.639,0.453,2,0.598,0.0,0.52,0.351,0.649,0.006,0.097,0.222,0.479,-0.25,0.0131,0.368,0.094,0.134,0.673,Information Technology,FNAS,100,1,GS
2.96,0.947,1.0,0.999,0.975,0,0.563,0.256,0.488,0.226,0.451,0.342,0.086,-0.03,1.0,0.11,-0.0577,0.63,0.895,0.0,0.341,Public Health,FBMS,300,2,GS
3.58,0.498,0.625,0.829,0.568,4,0.862,0.189,0.708,0.348,0.246,-0.124,-0.089,-0.079,0.547,0.03,-0.15,0.524,0.323,0.032,0.582,Mathematics,FNAS,100,1,GS
2.5,0.451,0.732,0.683,0.633,1,0.351,0.073,0.198,0.239,0.263,0.14,-0.11,-0.058,0.898,-0.44,0.0652,0.149,0.452,0.025,0.484,Health Information Management,FBMS,100,1,GS
2.25,0.654,0.608,0.537,0.386,0,0.771,0.111,0.266,0.522,1.0,0.004,0.091,0.021,0.496,0.35,-0.0612,0.565,0.498,0.0,0.501,Doctor of Physiotherapy,FBMS,400,1,GS
2.28,0.575,0.618,0.603,0.222,1,0.465,0.188,0.065,0.221,0.43,-0.162,-0.309,-0.379,0.7,0.28,0.0043,0.322,0.32,0.101,0.551,Computer Science,FNAS,200,2,NGS
2.14,0.301,0.128,0.507,0.249,5,0.457,0.164,0.0,0.198,0.584,0.233,-0.173,0.011,0.384,0.12,-0.0884,0.564,0.184,0.246,0.362,Cybersecurity,FNAS,200,1,GS
2.44,0.678,0.466,0.576,0.487,1,0.55,0.395,0.0,0.23,0.341,0.059,-0.024,0.223,0.493,0.17,-0.1278,0.169,0.291,0.123,0.279,Information Technology,FNAS,100,1,GS
3.15,0.265,0.503,0.581,0.486,0,0.781,0.104,0.561,0.7,0.134,0.014,0.238,0.13,0.439,0.45,-0.0377,0.688,0.0,0.0,0.346,Criminology and Security Studies,FAMSS,200,2,GS
2.47,0.434,0.223,0.323,0.307,2,0.724,0.302,0.11,0.928,0.473,0.186,0.243,0.115,0.479,0.55,0.1201,0.306,0.131,0.0,0.479,English and Communication,FAMSS,100,2,GS
3.12,0.783,0.519,0.859,0.373,0,0.685,0.0,0.212,0.076,0.9,-0.103,0.319,0.078,0.806,0.39,0.0721,0.336,0.44,0.0,0.736,Nursing,FBMS,200,1,GS
2.11,0.33,0.213,0.319,0.272,4,0.561,0.351,0.242,0.06,0.213,-0.251,0.033,-0.229,0.354,-0.56,0.0518,0.555,0.009,0.197,0.365,Business Administration,FAMSS,100,2,NGS
2.33,0.904,0.699,0.792,0.627,0,0.791,0.312,0.194,0.453,0.511,0.11,0.218,0.153,0.681,0.03,0.0245,0.653,0.521,0.031,0.443,Information Technology,FNAS,100,2,GS
1.44,0.442,0.423,0.481,0.345,2,0.055,0.608,0.52,0.352,0.082,-0.038,0.188,0.051,0.445,-0.57,0.1397,0.361,0.243,0.184,0.103,Doctor of Physiotherapy,FBMS,100,2,NGS
1.99,0.446,0.638,0.762,0.632,1,0.851,0.17,0.648,0.403,0.577,0.15,0.155,0.141,0.901,-0.02,-0.003,0.792,0.354,0.029,0.742,Physics and Electronics,FNAS,300,2,GS
2.91,0.522,0.698,0.639,0.356,2,0.627,0.39,0.555,0.547,0.702,0.212,-0.117,0.108,0.38,0.02,-0.0412,0.46,0.494,0.0,0.537,Economics,FAMSS,300,2,GS
2.98,1.0,1.0,1.0,0.72,0,0.663,0.061,0.357,0.059,1.0,0.209,-0.108,-0.112,0.916,0.28,-0.0191,0.395,1.0,0.012,0.564,Estate Management,FES,100,2,GS
3.04,0.603,0.662,0.699,0.463,0,0.733,0.289,0.111,0.57,0.49,0.048,0.145,-0.06,0.832,0.19,-0.1355,0.415,0.143,0.0,0.806,Industrial Chemistry,FNAS,400,1,GS
2.73,0.775,0.753,0.805,0.66,1,0.628,0.444,0.573,0.28,0.555,0.128,0.105,0.5,0.881,0.14,-0.0475,0.416,0.651,0.009,0.424,Computer Engineering,FNAS,300,2,GS
2.4,0.81,0.705,0.958,0.769,0,0.649,0.188,1.0,0.645,0.084,-0.005,-0.052,0.095,0.825,0.21,-0.0085,0.518,0.76,0.0,0.438,Accounting,FAMSS,100,1,GS
2.82,0.353,0.072,0.36,0.319,3,0.569,0.394,0.632,0.356,0.308,0.167,0.114,-0.082,0.532,-0.22,-0.0539,0.425,0.0,0.087,0.408,Estate Management,FES,400,2,GS
2.6,0.404,0.383,0.548,0.219,1,0.233,0.141,0.192,0.0,0.392,-0.015,0.0,-0.436,0.529,-0.01,0.0438,0.253,0.258,0.0,0.15,Doctor of Physiotherapy,FBMS,100,1,NGS
2.9,0.424,0.531,0.594,0.33,2,0.411,0.288,0.27,0.581,0.701,-0.0,0.221,-0.211,0.257,0.32,-0.015,0.329,0.355,0.07,0.178,Estate Management,FES,200,2,GS
2.86,0.719,0.714,0.659,0.831,0,0.496,0.443,0.856,0.695,0.631,0.148,-0.057,-0.176,0.787,0.15,0.0035,0.589,0.483,0.005,0.343,Computer Science,FNAS,100,2,GS
2.0,0.771,0.665,0.842,0.328,0,0.694,0.356,0.472,0.445,0.429,-0.082,0.293,-0.202,0.579,-0.09,0.0019,0.268,0.551,0.036,0.348,Doctor of Physiotherapy,FBMS,100,2,NGS
3.69,0.617,0.34,0.256,0.511,0,0.578,0.187,0.521,0.51,0.823,-0.092,0.179,-0.175,0.437,-0.09,0.0918,0.807,0.257,0.0,0.399,Computer Science,FNAS,200,2,GS
3.1,0.674,0.36,0.582,0.481,0,0.675,0.015,0.193,0.587,0.859,-0.166,0.08,-0.195,0.453,0.02,-0.0293,0.835,0.286,0.093,0.754,Industrial Chemistry,FNAS,100,1,GS
3.78,0.341,0.086,0.37,0.45,5,0.461,0.121,0.216,0.28,0.744,0.407,-0.286,0.5,0.406,0.22,-0.0417,0.462,0.035,0.0,0.531,Software Engineering,FNAS,100,2,GS
2.92,0.643,0.692,0.7,0.329,0,0.801,0.202,0.334,0.305,0.413,-0.01,0.321,-0.183,0.719,0.54,0.047,0.613,0.387,0.0,0.535,Computer Science,FNAS,200,2,GS
2.74,0.786,0.599,0.51,0.631,0,0.609,0.06,0.291,0.3,0.86,0.083,0.034,0.251,0.789,0.07,-0.0679,0.075,0.693,0.071,0.772,Economics,FAMSS,200,2,GS
2.46,0.455,0.564,0.501,0.529,0,0.452,0.107,0.0,0.239,0.355,-0.007,0.045,-0.172,0.381,0.16,-0.0016,0.19,0.419,0.006,0.476,Estate Management,FES,100,1,GS
1.91,0.303,0.348,0.532,0.454,2,0.717,0.17,0.112,0.254,0.558,-0.04,0.034,0.09,0.206,0.28,0.03,0.441,0.186,0.185,0.629,Mathematics,FNAS,200,1,GS
3.73,0.626,0.365,0.569,0.519,0,0.651,0.474,0.362,0.4,1.0,0.162,0.042,0.23,0.381,-0.18,-0.0127,0.581,0.215,0.032,0.284,Physics and Electronics,FNAS,100,1,GS
1.8,0.687,0.837,1.0,0.673,0,0.598,0.063,0.513,0.343,0.523,-0.066,0.022,-0.364,0.777,-0.07,-0.005,0.143,0.51,0.005,0.809,Public Health,FBMS,100,1,GS
2.06,0.592,0.523,0.377,0.539,1,0.449,0.039,0.547,0.845,0.607,0.176,0.275,-0.103,0.416,0.29,-0.0314,0.547,0.328,0.162,0.485,History and International Relations,FAMSS,300,1,GS
3.24,0.994,0.491,0.871,0.507,1,0.915,0.03,0.724,0.647,0.445,-0.153,-0.338,0.119,0.568,0.13,-0.0354,0.818,0.519,0.053,0.72,Architecture,FES,200,2,GS
2.54,0.534,0.365,0.411,0.512,4,0.581,0.431,0.426,0.219,0.709,0.016,0.166,-0.06,0.441,0.06,-0.0412,0.153,0.0,0.113,0.313,Criminology and Security Studies,FAMSS,100,2,GS
2.6,0.586,0.584,0.779,0.167,1,0.502,0.122,0.538,0.543,1.0,0.258,-0.076,-0.151,0.572,0.36,0.0573,0.804,0.262,0.0,0.628,Criminology and Security Studies,FAMSS,100,2,GS
2.87,0.549,0.66,0.609,0.559,1,0.407,0.073,0.281,0.17,0.595,0.02,0.124,0.009,0.735,0.21,-0.07,0.253,0.423,0.079,0.507,Health Information Management,FBMS,100,2,GS
2.41,0.7,0.617,0.715,0.461,1,0.65,0.174,0.717,0.809,0.809,0.192,-0.038,0.015,0.273,-0.38,-0.0735,0.432,0.45,0.052,0.519,Quantity Surveying,FES,200,1,GS
2.16,0.311,0.44,0.453,0.255,2,0.556,0.171,0.578,0.264,0.391,-0.171,0.354,0.127,0.646,-0.04,-0.0063,0.61,0.022,0.039,0.464,Nursing,FBMS,100,1,GS
2.99,0.633,0.563,0.993,0.639,0,0.596,0.233,0.363,0.179,0.616,0.061,0.044,0.178,0.16,0.21,-0.036,0.43,0.424,0.089,0.495,Architecture,FES,200,2,GS
1.99,0.518,0.534,0.54,0.61,1,0.678,0.233,0.814,0.448,0.334,0.067,0.295,0.039,0.476,0.39,-0.004,0.756,0.291,0.167,0.433,Architecture,FES,100,2,GS
1.48,0.696,0.694,0.884,0.786,0,0.643,0.405,0.826,0.604,1.0,0.017,0.032,0.139,0.589,0.31,-0.0009,0.065,0.418,0.0,0.47,Health Information Management,FBMS,100,1,GS
2.38,0.632,0.511,0.628,0.586,0,0.731,0.086,0.263,0.325,0.955,0.031,-0.08,0.287,0.919,-0.12,0.0378,0.258,0.298,0.0,0.708,Health Information Management,FBMS,400,2,GS
2.95,0.356,0.608,0.603,0.222,1,0.397,0.481,0.788,0.687,0.345,0.065,0.034,-0.163,0.296,0.06,-0.0033,0.089,0.167,0.0,0.13,Quantity Surveying,FES,400,2,GS
2.71,0.919,0.922,0.753,0.712,1,0.241,0.17,0.432,0.309,0.459,0.056,0.142,-0.011,0.844,0.57,-0.0357,0.25,0.777,0.013,0.327,Biochemistry,FNAS,200,2,GS
3.43,0.879,0.758,0.544,0.299,0,0.716,0.13,0.746,0.257,0.07,0.032,0.147,0.151,0.609,-0.26,-0.1131,0.422,0.782,0.015,0.609,Accounting,FAMSS,200,1,GS
2.44,0.626,0.799,0.762,0.67,1,0.377,0.068,0.189,0.481,0.887,-0.161,0.055,-0.17,0.736,0.34,0.0461,0.873,0.374,0.0,0.264,Health Information Management,FBMS,200,2,GS
2.62,0.783,0.59,0.877,0.453,0,0.506,0.281,0.412,0.334,1.0,0.253,0.17,-0.084,0.736,0.27,0.0246,0.429,0.522,0.02,0.414,Criminology and Security Studies,FAMSS,200,1,GS
3.24,0.645,0.648,0.795,0.494,1,0.473,0.34,0.799,0.206,0.679,0.055,0.103,0.093,0.466,0.21,0.0524,0.383,0.542,0.019,0.417,Computer Engineering,FNAS,100,1,GS
4.01,0.567,0.636,0.658,0.637,0,0.345,0.434,0.674,0.39,0.737,-0.008,0.059,-0.134,0.737,-0.25,-0.0074,0.193,0.361,0.0,0.218,Physics and Electronics,FNAS,300,2,GS
3.36,0.547,0.633,0.55,0.488,0,0.453,0.176,0.399,0.255,0.497,0.201,0.141,-0.138,0.877,-0.13,0.0272,0.426,0.275,0.0,0.413,Biochemistry,FNAS,200,2,GS
2.43,0.677,0.615,0.504,0.453,0,0.226,0.216,0.622,0.0,0.351,-0.036,-0.1,0.192,0.489,-0.17,0.0402,0.0,0.454,0.0,0.153,Computer Science,FNAS,100,2,NGS
1.5,0.637,0.589,0.637,0.46,0,0.33,0.461,0.447,0.222,0.187,0.087,0.145,-0.019,0.347,-0.12,0.0586,0.344,0.463,0.069,0.121,Computer Science,FNAS,300,2,NGS
3.17,0.335,0.489,0.43,0.15,0,0.719,0.392,0.264,0.225,0.297,-0.314,0.152,-0.025,0.379,-0.47,0.0135,0.512,0.095,0.047,0.618,Mathematics,FNAS,200,1,GS
2.85,0.456,0.483,0.641,0.391,0,0.583,0.078,0.321,0.071,0.49,0.169,0.134,0.324,0.203,-0.03,-0.0659,0.503,0.132,0.023,0.524,Estate Management,FES,100,1,GS
3.11,0.306,0.084,0.401,0.261,0,0.725,0.367,0.128,0.0,0.709,-0.048,0.05,0.005,0.401,-0.07,0.056,0.033,0.1,0.086,0.575,Estate Management,FES,100,1,GS
2.41,0.417,0.241,0.301,0.322,1,0.259,0.164,0.089,0.167,0.041,-0.281,0.097,0.091,0.166,0.15,0.0174,0.488,0.113,0.028,0.219,Software Engineering,FNAS,100,1,GS
2.06,0.812,0.874,0.839,0.792,0,0.743,0.307,0.72,0.508,0.788,0.122,-0.132,0.178,1.0,0.28,-0.0251,0.698,0.754,0.0,0.47,Physics and Electronics,FNAS,100,1,GS
1.52,0.181,0.217,0.453,0.42,1,0.512,0.432,0.214,0.501,0.871,0.18,0.263,0.002,0.366,-0.03,-0.0196,0.693,0.038,0.106,0.305,Computer Science,FNAS,100,1,GS
2.83,0.864,0.743,0.88,0.662,3,0.767,0.07,0.273,0.352,0.784,0.307,-0.001,-0.31,0.883,0.62,-0.0439,0.718,0.643,0.049,0.922,History and International Relations,FAMSS,200,2,GS
2.61,0.849,0.434,0.729,0.631,0,0.464,0.033,0.302,1.0,0.018,0.357,0.131,0.018,0.728,0.04,-0.0192,0.111,0.258,0.154,0.429,Public Health,FBMS,100,1,GS
2.03,0.917,0.606,0.667,0.621,0,0.508,0.222,0.207,0.404,0.482,-0.011,0.079,-0.229,0.517,-0.21,-0.0104,0.0,0.6,0.0,0.421,Physics and Electronics,FNAS,400,1,NGS
1.22,0.776,1.0,1.0,1.0,1,0.539,0.373,0.025,0.289,0.213,0.357,0.164,0.366,0.635,0.2,0.0183,0.062,0.57,0.097,0.34,Nursing,FBMS,400,1,GS
1.54,0.35,0.313,0.427,0.458,7,0.101,0.487,0.277,0.528,0.012,0.081,-0.162,0.086,0.534,-0.35,0.0853,0.312,0.072,0.431,0.0,Criminology and Security Studies,FAMSS,100,1,NGS
1.31,0.53,0.532,0.481,0.38,1,0.705,0.025,0.774,0.43,0.434,0.207,0.5,0.103,0.499,0.14,-0.0601,0.237,0.428,0.023,0.63,Accounting,FAMSS,100,1,GS
2.35,0.666,0.685,0.878,0.656,0,0.801,0.585,0.274,0.46,0.764,0.113,-0.02,0.019,0.657,0.12,-0.0652,0.652,0.459,0.0,0.345,Computer Engineering,FNAS,100,2,GS
3.09,0.733,0.851,0.926,0.934,0,0.657,0.261,0.37,0.661,0.502,-0.297,0.028,0.041,0.563,-0.06,-0.0851,0.769,0.856,0.024,0.508,Computer Science,FNAS,100,2,GS
3.42,0.877,0.753,0.74,0.897,1,0.487,0.199,0.685,0.813,0.697,-0.149,0.062,-0.006,0.512,0.07,0.0451,0.466,0.582,0.0,0.449,Mathematics,FNAS,300,2,GS
2.97,0.783,0.786,0.825,0.703,1,0.552,0.384,1.0,0.077,0.33,-0.045,0.067,0.213,0.582,0.33,-0.0649,0.536,0.491,0.0,0.381,Computer Science,FNAS,200,2,GS
2.51,0.63,0.495,0.691,0.439,0,0.896,0.433,0.234,0.372,0.292,0.16,0.015,-0.224,0.293,0.56,-0.0319,0.349,0.434,0.0,0.626,Cybersecurity,FNAS,200,2,GS
2.16,0.275,0.537,0.372,0.665,6,0.736,0.195,0.371,0.459,0.569,-0.147,0.011,-0.144,0.362,-0.07,-0.0018,0.039,0.135,0.268,0.648,Nursing,FBMS,100,1,GS
2.5,0.72,0.712,0.7,0.369,3,0.58,0.17,0.414,0.339,0.482,0.128,-0.015,0.138,0.361,0.11,0.0282,0.141,0.546,0.155,0.533,Computer Science,FNAS,100,1,GS
2.08,0.654,0.384,0.639,0.919,1,0.315,0.185,0.39,0.299,0.697,0.237,0.268,0.158,0.391,0.46,-0.1127,0.11,0.16,0.113,0.285,Economics,FAMSS,100,2,GS
2.17,0.551,0.178,0.488,0.288,1,0.341,0.352,0.0,0.538,0.523,-0.272,-0.155,0.251,0.379,0.47,0.0018,0.289,0.245,0.059,0.356,Software Engineering,FNAS,300,1,GS
2.91,0.723,0.303,0.645,0.718,1,0.871,0.269,0.525,0.199,0.501,0.144,0.03,0.142,0.473,0.4,-0.0742,0.798,0.299,0.063,0.78,Cybersecurity,FNAS,400,2,GS
3.08,0.396,0.309,0.331,0.336,3,0.568,0.532,0.0,0.151,0.292,-0.038,0.133,0.03,0.447,0.18,0.0745,0.485,0.095,0.003,0.203,English and Communication,FAMSS,100,1,GS
2.89,0.804,0.561,0.739,0.567,2,0.2,0.416,0.134,0.224,0.46,0.019,-0.262,-0.117,0.683,0.41,-0.0103,0.265,0.61,0.089,0.034,Public Health,FBMS,200,2,GS
2.97,0.971,0.803,1.0,0.875,0,0.589,0.0,0.169,0.67,0.968,0.156,-0.168,-0.157,0.956,0.29,-0.0186,0.724,0.69,0.0,0.679,Computer Science,FNAS,300,1,GS
2.45,0.598,0.747,0.718,0.474,1,0.283,0.204,0.366,0.733,0.572,0.167,-0.302,0.001,0.54,0.06,0.0341,0.0,0.458,0.038,0.181,Economics,FAMSS,100,1,GS
3.74,0.245,0.564,0.512,0.279,1,0.217,0.527,0.571,0.584,0.291,-0.095,0.104,0.0,0.215,-0.27,-0.0174,0.421,0.305,0.146,0.024,Computer Science,FNAS,200,2,GS
2.99,0.271,0.651,0.119,0.082,4,0.796,0.03,0.191,0.467,0.369,0.147,0.049,-0.141,0.356,-0.04,0.0425,0.489,0.048,0.115,0.907,Nursing,FBMS,100,2,GS
2.16,0.735,0.612,0.503,0.474,0,0.572,0.352,0.269,0.245,0.743,-0.115,0.362,0.028,0.292,0.3,0.0929,0.319,0.542,0.055,0.415,Industrial Chemistry,FNAS,300,2,GS
3.33,0.731,0.572,0.426,0.491,2,0.592,0.204,0.484,0.618,0.811,0.218,0.192,0.063,0.501,0.01,-0.0114,0.469,0.556,0.0,0.579,Nursing,FBMS,100,2,GS
4.19,1.0,0.992,1.0,1.0,1,0.684,0.03,0.559,0.089,0.495,-0.047,-0.0,0.131,1.0,0.24,-0.0171,0.184,0.993,0.0,0.844,Accounting,FAMSS,200,2,GS
1.78,0.672,0.298,0.615,0.438,1,0.405,0.234,0.114,0.629,0.803,0.244,0.161,-0.043,0.158,0.66,-0.0478,0.237,0.296,0.145,0.247,Quantity Surveying,FES,300,1,GS
2.21,0.191,0.224,0.458,0.295,3,0.033,0.294,0.172,0.375,0.192,-0.261,-0.312,-0.175,0.269,-0.49,0.1072,0.695,0.0,0.172,0.191,Physics and Electronics,FNAS,200,2,NGS
2.64,0.632,0.682,0.563,0.613,1,0.844,0.31,0.786,0.682,0.465,0.253,0.095,0.033,0.943,0.12,-0.0484,0.29,0.353,0.084,0.69,Information Technology,FNAS,200,1,GS
2.35,0.123,0.04,0.091,0.003,4,0.339,0.406,0.235,0.547,0.013,-0.016,-0.272,-0.186,0.0,0.04,0.0716,0.094,0.214,0.145,0.006,Economics,FAMSS,100,1,GS
2.25,0.679,0.421,0.62,0.584,2,0.508,0.184,0.0,0.355,0.44,0.094,-0.021,-0.076,0.473,-0.0,0.0127,0.309,0.272,0.108,0.517,Health Information Management,FBMS,400,2,GS
2.59,0.475,0.298,0.535,0.505,0,0.361,0.498,0.316,0.275,0.232,-0.008,-0.018,0.059,0.228,-0.38,-0.0176,0.418,0.0,0.0,0.278,Nursing,FBMS,200,2,GS
3.2,0.875,0.798,0.862,0.908,0,0.85,0.243,0.235,0.367,0.688,-0.078,-0.038,-0.12,0.86,0.03,-0.0583,0.853,0.74,0.125,0.434,Computer Science,FNAS,200,2,GS
3.72,0.435,0.521,0.485,0.608,0,0.398,0.348,0.259,0.0,0.157,0.051,0.095,0.141,0.261,0.28,-0.0522,0.466,0.109,0.109,0.191,Cybersecurity,FNAS,100,2,GS
3.54,0.675,0.574,0.762,0.866,1,0.78,0.03,0.487,0.861,0.851,0.026,-0.076,0.05,0.226,0.22,-0.0515,0.69,0.561,0.0,0.788,Physics and Electronics,FNAS,100,2,GS
3.61,0.564,0.447,0.471,0.711,3,0.416,0.471,0.649,0.052,0.782,0.178,-0.102,-0.096,0.536,-0.1,-0.0998,0.166,0.155,0.0,0.288,Software Engineering,FNAS,100,2,GS
2.09,0.922,0.553,0.699,0.617,1,0.743,0.255,0.54,0.5,0.925,-0.145,0.164,0.231,0.603,0.2,0.0289,0.0,0.441,0.116,0.269,Computer Engineering,FNAS,100,1,GS
2.64,0.738,0.566,0.608,0.615,0,0.896,0.144,0.743,0.195,0.893,-0.067,0.158,0.199,0.409,0.21,-0.0096,0.39,0.468,0.01,0.876,Biochemistry,FNAS,400,1,GS
2.49,0.685,0.727,0.63,0.707,0,0.671,0.279,0.52,0.0,0.713,0.291,0.068,0.225,0.695,0.17,0.0099,0.411,0.475,0.029,0.488,Industrial Chemistry,FNAS,200,2,GS
2.4,0.662,0.652,0.679,0.392,0,0.581,0.245,0.315,0.607,0.61,0.264,-0.073,-0.19,0.622,-0.08,-0.025,0.62,0.305,0.069,0.74,Accounting,FAMSS,200,2,GS
1.8,0.762,0.875,0.754,0.514,0,0.675,0.0,0.525,0.553,0.885,0.166,0.235,0.148,0.618,-0.07,-0.046,0.583,0.421,0.001,0.627,Economics,FAMSS,300,1,GS
3.44,0.714,0.847,0.654,0.458,1,0.688,0.111,0.495,0.367,0.502,0.09,-0.142,0.106,0.491,-0.1,0.0014,0.485,0.705,0.0,0.603,Software Engineering,FNAS,400,2,GS
3.02,0.719,0.556,0.854,0.468,2,0.761,0.134,0.723,0.517,0.452,0.178,-0.063,-0.034,0.05,0.24,-0.0365,0.169,0.267,0.0,0.6,Cybersecurity,FNAS,200,2,GS
3.62,0.847,0.757,0.993,1.0,0,0.723,0.109,0.737,0.506,1.0,-0.019,0.181,-0.474,0.96,0.54,-0.0548,0.517,0.687,0.058,0.624,Architecture,FES,200,1,GS
2.66,0.334,0.364,0.565,0.359,2,0.919,0.03,0.084,0.438,0.373,0.185,-0.224,0.321,0.547,-0.01,-0.0288,0.475,0.302,0.0,1.0,Criminology and Security Studies,FAMSS,400,2,GS
4.07,0.42,0.324,0.528,0.434,3,0.721,0.135,0.362,0.498,0.84,0.055,-0.143,-0.149,0.489,0.08,-0.0226,0.6,0.099,0.0,0.673,Software Engineering,FNAS,100,2,GS
2.08,0.445,0.536,0.788,0.466,1,0.937,0.104,0.457,0.217,0.399,0.309,0.146,0.149,0.599,0.55,0.0194,0.59,0.335,0.055,0.848,Doctor of Physiotherapy,FBMS,300,1,GS
2.54,0.914,0.776,1.0,0.867,0,0.819,0.14,0.29,0.198,0.653,0.259,-0.1,0.163,0.697,0.04,0.0541,0.444,0.694,0.0,0.83,Quantity Surveying,FES,100,1,GS
2.55,0.564,0.429,0.545,0.459,1,0.633,0.171,0.684,0.105,0.662,-0.001,-0.041,-0.072,0.359,0.41,0.0135,0.541,0.265,0.013,0.38,Physics and Electronics,FNAS,300,1,GS
2.8,0.506,0.373,0.384,0.436,1,0.49,0.352,0.356,0.893,0.653,-0.045,0.103,0.229,0.46,-0.18,-0.0351,0.378,0.069,0.107,0.46,Criminology and Security Studies,FAMSS,100,1,GS
2.18,0.319,0.178,0.262,0.027,2,0.383,0.263,0.0,0.132,0.337,-0.166,-0.095,-0.024,0.034,-0.12,-0.0108,0.044,0.0,0.069,0.15,Business Administration,FAMSS,100,1,NGS
3.55,0.679,0.867,0.577,0.666,0,0.73,0.03,0.851,0.863,0.716,-0.078,-0.328,-0.045,0.934,-0.1,0.0227,0.3,0.481,0.0,0.54,Accounting,FAMSS,100,2,GS
2.64,0.72,0.654,0.851,0.619,1,0.342,0.576,0.053,0.483,0.0,-0.035,-0.052,0.134,0.705,-0.07,-0.0296,0.0,0.72,0.008,0.008,Health Information Management,FBMS,200,1,GS
2.38,0.938,1.0,1.0,0.839,0,0.453,0.428,0.773,0.546,0.671,-0.031,-0.181,0.1,1.0,0.31,0.0239,0.343,0.809,0.084,0.238,Software Engineering,FNAS,300,1,GS
2.13,0.62,0.512,0.708,0.575,0,0.399,0.0,0.206,0.527,0.296,0.105,0.165,-0.084,0.436,0.09,-0.0323,0.267,0.19,0.059,0.336,Cybersecurity,FNAS,200,1,GS
3.96,0.583,0.689,0.785,0.553,0,0.601,0.0,0.687,0.658,0.489,-0.133,0.277,0.187,0.678,0.13,-0.0394,0.384,0.567,0.0,0.677,Estate Management,FES,200,1,GS
1.97,0.228,0.023,0.494,0.377,2,0.287,0.28,0.283,0.046,0.136,-0.228,-0.037,0.115,0.221,-0.02,0.0868,0.0,0.073,0.14,0.256,Cybersecurity,FNAS,100,2,NGS
3.54,0.959,1.0,0.799,0.916,0,0.81,0.282,0.413,0.615,0.994,0.095,0.129,-0.125,0.944,-0.02,-0.0435,0.758,0.988,0.059,0.647,Public Health,FBMS,100,1,GS
2.93,0.891,0.541,0.65,0.985,0,0.528,0.188,0.264,0.498,0.481,0.112,-0.13,0.053,0.661,0.27,-0.0169,0.435,0.316,0.0,0.52,Nursing,FBMS,100,2,GS
2.09,0.919,0.839,0.894,0.751,0,0.839,0.135,0.726,0.669,0.633,0.163,0.049,0.033,0.533,-0.26,0.0117,0.508,0.756,0.0,0.713,Physics and Electronics,FNAS,100,1,GS
0.65,0.142,0.194,0.447,0.409,2,0.368,0.218,0.316,0.0,0.221,-0.251,-0.056,0.313,0.289,-0.52,0.0979,0.331,0.0,0.205,0.231,Economics,FAMSS,100,1,NGS
2.06,0.556,0.367,0.747,0.508,1,0.592,0.005,1.0,0.0,0.511,0.397,-0.045,-0.054,0.744,-0.13,-0.0526,0.564,0.365,0.04,0.642,Industrial Chemistry,FNAS,200,1,GS
3.02,0.434,0.668,0.478,0.739,0,0.457,0.278,0.188,0.802,0.512,-0.055,-0.129,0.082,0.55,0.02,0.0422,0.683,0.264,0.0,0.368,Software Engineering,FNAS,100,1,GS
3.1,0.517,0.629,0.557,0.372,1,0.743,0.132,0.179,0.542,0.73,0.166,0.073,0.09,0.478,-0.41,0.0234,0.249,0.171,0.12,0.621,Computer Engineering,FNAS,300,2,GS
